ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y
1,0,0,0,1,  10.080000000000000,  10.080000000000000, 125.000000000000000,0,  529286.397348988102749,  181084.117356811417267
2,1,0,1,1,  14.640000000000001,  14.640000000000001, 119.939999999999998,1,  529289.814975724089891,  181079.748105529579334
3,0,0,0,1,  18.469999999999999,  18.469999999999999, 116.269999999999996,0,  529291.730636903550476,  181075.340644469077233
4,0,0,0,1,  22.980000000000000,  22.980000000000000, 112.560000000000002,0,  529293.511414536857046,  181070.327563572791405
5,0,0,0,1,  27.469999999999999,  27.469999999999999, 109.099999999999994,0,  529295.355045436415821,  181065.797833357646596
6,5,0,5,1,  32.210000000000001,  32.210000000000001, 105.540000000000006,1,  529297.423975696321577,  181061.273835792962927
7,1,0,1,1,  42.770000000000003,  42.770000000000003, 101.430000000000007,1,  529300.171861234237440,  181056.646675531286746
8,0,0,0,1,  36.430000000000000,  36.430000000000000,  97.560000000000002,0,  529302.427744644461200,  181050.682183082855772
9,0,0,0,1,  31.480000000000000,  31.480000000000000,  94.079999999999998,0,  529304.872181553277187,  181046.167742170393467
10,0,0,0,1,  32.310000000000002,  32.310000000000002, 112.859999999999999,0,  529286.446605291683227,  181000.330925070273224
11,0,0,0,1,  24.910000000000000,  24.910000000000000, 111.189999999999998,0,  529289.868293883046135,  180993.759381019917782
12,0,0,0,1,  20.730000000000000,  20.730000000000000, 110.200000000000003,0,  529292.037407033727504,  180990.152338743209839
13,0,0,0,1,  15.970000000000001,  15.970000000000001, 108.989999999999995,0,  529294.771411272697151,  180986.115762552246451
14,0,0,0,1,   8.720000000000001,   8.720000000000001, 107.900000000000006,0,  529298.674700050614774,  180979.667452640656848
15,0,0,0,1,  36.060000000000002,  40.170000000000002, 120.909999999999997,0,  529275.729623602121137,  181020.816683934594039
16,0,0,0,1,  32.430000000000000,  32.430000000000000, 116.530000000000001,0,  529280.044654353754595,  181023.740364360390231
17,2,0,2,1,  29.430000000000000,  29.430000000000000, 112.609999999999999,1,  529283.959171744645573,  181026.061456743220333
18,2,0,2,1,  26.940000000000001,  26.940000000000001, 108.829999999999998,1,  529287.781336995074525,  181028.380202862492297
19,1,0,1,1,  25.420000000000002,  25.420000000000002, 105.569999999999993,1,  529291.139873238280416,  181030.761207388131879
20,1,0,1,1,  25.789999999999999,  25.789999999999999, 103.480000000000004,1,  529293.461862699012272,  181033.930397737305611
21,0,0,0,1,  48.880000000000003,  48.880000000000003,  65.819999999999993,0,  529338.478354224353097,  181056.036497690307442
22,0,0,0,1,  46.770000000000003,  46.770000000000003,  61.820000000000000,0,  529340.785094144754112,  181051.726345339207910
23,1,0,1,1,  58.180000000000000,  44.460000000000001, 124.829999999999998,1,  529271.760778704076074,  181027.731725489313249
24,0,0,0,1,  54.640000000000001,  40.640000000000001, 127.799999999999997,0,  529268.928333169198595,  181031.602287158777472
25,0,0,0,1,  51.640000000000001,  42.509999999999998, 129.960000000000008,0,  529266.980488145258278,  181034.963864253659267
26,0,0,0,1,  37.299999999999997,  37.299999999999997, 133.370000000000005,0,  529264.018025313969702,  181039.863065928977448
27,0,0,0,1,  32.939999999999998,  32.939999999999998, 136.370000000000005,0,  529261.442583663854748,  181043.492942021111958
28,1,0,1,1,  28.750000000000000,  28.750000000000000, 139.069999999999993,1,  529259.303046532091685,  181047.418166478921194
29,0,0,0,1,  24.739999999999998,  24.739999999999998, 142.150000000000006,0,  529256.738449610886164,  181050.621930234425236
30,6,0,6,1,  19.829999999999998,  19.829999999999998, 145.930000000000007,1,  529253.705442492151633,  181054.808692550926935
31,0,0,0,1,  15.770000000000000,  15.770000000000000, 149.169999999999987,0,  529251.215027876663953,  181058.582865930336993
32,0,0,0,1,  12.430000000000000,  12.430000000000000, 152.099999999999994,0,  529249.082729183021002,  181062.224018109613098
33,0,0,0,1,   9.880000000000001,   9.880000000000001, 154.719999999999999,0,  529246.982944500399753,  181064.586827149032615
34,0,0,0,1,   9.990000000000000,   9.990000000000000, 170.849999999999994,0,  529233.152429266832769,  181074.894861469161697
35,0,0,0,1,  11.830000000000000,  11.830000000000000, 167.330000000000013,0,  529237.695899388403632,  181077.568743454467040
36,0,0,0,1,  14.859999999999999,  14.859999999999999, 163.229999999999990,0,  529242.700549398083240,  181079.543707716511562
37,0,0,0,1,  18.609999999999999,  18.609999999999999, 159.789999999999992,0,  529247.084823080804199,  181081.502899405022617
38,0,0,0,1,  23.949999999999999,  23.949999999999999, 155.580000000000013,0,  529252.606763498275541,  181084.059550108504482
39,0,0,0,1,  18.739999999999998,  18.739999999999998, 151.490000000000009,0,  529257.710864354739897,  181085.610668725741562
40,0,0,0,1,  13.190000000000000,  13.190000000000000, 147.169999999999987,0,  529263.420882890233770,  181087.745724921755027
41,0,0,0,1,   8.949999999999999,   8.949999999999999, 143.159999999999997,0,  529269.966559750027955,  181091.891866005375050
42,1,0,1,1,  34.020000000000003,  34.020000000000003, 116.109999999999999,1,  529283.745033822720870,  181052.495190587826073
43,2,0,2,1,  37.759999999999998,  37.759999999999998, 113.230000000000004,1,  529285.933536879252642,  181049.178608032641932
44,0,0,0,1,  42.869999999999997,  42.869999999999997, 109.920000000000002,0,  529288.381021425942890,  181044.543799553764984
45,0,0,0,1,  33.469999999999999,  33.469999999999999, 107.409999999999997,0,  529290.413208482437767,  181041.464117517753039
46,2,0,2,1,  17.609999999999999,  17.609999999999999, 103.340000000000003,1,  529293.836759739206173,  181013.750041848630644
47,0,0,0,1,  12.330000000000000,  12.330000000000000,  97.730000000000004,0,  529299.160767631256022,  181017.059538302186411
48,2,0,2,1,  10.930000000000000,  10.930000000000000,  95.189999999999998,1,  529302.805257034255192,  181008.588061843998730
49,0,0,0,1,  12.850000000000000,  12.850000000000000,  93.689999999999998,0,  529305.250022094813175,  181004.074664165440481
50,0,0,0,1,  16.210000000000001,  16.210000000000001,  92.150000000000006,0,  529308.024076000787318,  180999.517052726878319
51,2,0,2,1,  20.160000000000000,  20.160000000000000,  90.750000000000000,1,  529310.857037594309077,  180995.223907002306078
52,5,0,5,1,  26.480000000000000,  26.480000000000000,  91.129999999999995,1,  529312.894840422552079,  180988.943960828415584
53,3,0,3,1,  20.489999999999998,  20.489999999999998,  90.349999999999994,1,  529316.167960600228980,  180983.832560641749296
54,0,0,0,1,  23.070000000000000,  23.070000000000000,  90.530000000000001,0,  529323.858000087318942,  180971.120236640039366
55,1,0,1,1,  25.690000000000001,  25.690000000000001,  91.599999999999994,1,  529325.528596677933820,  180967.227380767930299
56,0,0,0,1,  29.239999999999998,  29.239999999999998,  92.650000000000006,0,  529328.302948056720197,  180962.418124794960022
57,1,0,1,1,  33.950000000000003,  33.950000000000003,  95.680000000000007,1,  529328.921838735463098,  180957.396604034758639
58,1,0,1,1,  43.159999999999997,  31.660000000000000,  97.510000000000005,1,  529337.623624737723731,  180947.386094614805188
59,2,0,2,1,  34.539999999999999,  37.329999999999998,  39.850000000000001,1,  529370.597222016891465,  180994.820113203721121
60,1,1,2,1,  29.469999999999999,  29.469999999999999,  45.170000000000002,1,  529365.757448198157363,  180992.020863800018560
61,0,0,0,1,  24.460000000000001,  24.460000000000001,  49.750000000000000,0,  529360.787478150567040,  180990.477623099170160
62,3,0,3,1,  21.059999999999999,  21.059999999999999,  54.630000000000003,1,  529357.137592642451636,  180987.236425651644822
63,2,0,2,1,  15.960000000000001,  15.960000000000001,  59.960000000000001,1,  529351.484519511577673,  180985.518392500816844
64,3,0,3,1,  12.180000000000000,  12.180000000000000,  64.319999999999993,1,  529346.801003147149459,  180984.297286220593378
65,1,0,1,1,  10.490000000000000,  10.490000000000000,  70.409999999999997,1,  529341.376267079729587,  180981.325758388498798
66,3,0,3,1,  12.949999999999999,  12.949999999999999,  76.359999999999999,1,  529336.756800415809266,  180977.587656489689834
67,0,0,0,1,  19.699999999999999,  19.699999999999999,  77.219999999999999,0,  529341.039550911285914,  180971.400062487518881
68,2,0,2,1,  24.289999999999999,  24.289999999999999,  78.769999999999996,1,  529343.110798094887286,  180967.202578978438396
69,3,0,3,1,  56.310000000000002,  56.310000000000002,  58.649999999999999,1,  529341.974925542483106,  181046.540078415302560
70,1,0,1,1,  50.890000000000001,  50.890000000000001,  53.990000000000002,1,  529344.871995218563825,  181040.685218040191103
71,0,0,0,1,  46.140000000000001,  46.140000000000001,  50.000000000000000,0,  529347.599882769398391,  181035.261104213714134
72,0,0,0,1,  42.520000000000003,  42.520000000000003,  45.630000000000003,0,  529351.228824429912493,  181030.348240526567679
73,1,0,1,1,  37.579999999999998,  37.579999999999998,  42.810000000000002,1,  529353.756303335423581,  181023.820320133818313
74,0,0,0,1,  35.930000000000000,  35.930000000000000,  36.750000000000000,0,  529360.711322807939723,  181016.916783427353948
75,0,0,0,1,  11.560000000000000,  11.560000000000000,  72.879999999999995,0,  529328.489353542099707,  180999.005683031398803
76,0,0,0,1,  11.789999999999999,  11.789999999999999,  67.290000000000006,0,  529333.365933528635651,  181001.937593386508524
77,2,0,2,1,  15.199999999999999,  15.199999999999999,  61.490000000000002,1,  529338.223878857563250,  181005.601506692124531
78,0,0,0,1,  17.609999999999999,  17.609999999999999,  56.579999999999998,0,  529342.991671070805751,  181006.821556152775884
79,1,0,1,1,  25.199999999999999,  25.199999999999999,  48.229999999999997,1,  529350.260691369185224,  181011.523475283756852
80,1,0,1,1,  31.370000000000001,  31.370000000000001,  41.460000000000001,1,  529356.428227443946525,  181014.610345305758528
81,0,0,0,1,  25.789999999999999,  25.789999999999999,  90.700000000000003,0,  529307.239648197661154,  181040.826274678576738
82,4,0,4,1,  19.719999999999999,  19.719999999999999,  87.150000000000006,1,  529309.976807317463681,  181035.036142166412901
83,0,0,0,1,  14.920000000000000,  14.920000000000000,  83.950000000000003,0,  529312.765260609216057,  181030.223945632751565
84,3,0,3,1,  11.070000000000000,  11.070000000000000,  80.549999999999997,1,  529316.010453972383402,  181025.423372395394836
85,2,0,2,1,   8.320000000000000,   8.320000000000000,  78.579999999999998,1,  529318.123127713450231,  181020.227746887307148
86,2,0,2,1,   8.109999999999999,   8.109999999999999,  77.719999999999999,1,  529319.471474408754148,  181015.134751652134582
87,1,0,1,1,  12.390000000000001,  12.390000000000001,  75.489999999999995,1,  529322.570646445965394,  181010.086309012433048
88,4,0,4,1,  16.480000000000000,  16.480000000000000,  74.859999999999999,1,  529324.369527496979572,  181005.248936848889571
89,0,0,0,1,  12.470000000000001,  12.470000000000001,  74.290000000000006,0,  529327.046122918021865,  180998.846877626667265
90,4,0,4,1,  39.890000000000001,  39.890000000000001, 114.299999999999997,1,  529283.639252975350246,  181007.386684352182783
91,3,0,3,1,  23.430000000000000,  23.430000000000000, 109.060000000000002,1,  529288.518952332204208,  181010.196551687666215
92,0,0,0,0, 283.230000000000018,  51.719999999999999, 442.990000000000009,0,  528996.140463364543393,  181214.414173717028461
93,0,0,0,0, 277.550000000000011,  46.509999999999998, 437.449999999999989,0,  529000.488296311232261,  181210.630540467333049
94,0,0,0,0, 266.860000000000014,  34.829999999999998, 427.399999999999977,0,  529006.918860109872185,  181200.572031407500617
95,0,0,0,0, 270.699999999999989,  41.829999999999998, 430.529999999999973,0,  529006.834797495394014,  181207.871148837206420
96,0,0,0,0, 262.699999999999989,  28.739999999999998, 423.730000000000018,0,  529008.285179150407203,  181194.603465829277411
97,0,0,0,0, 257.430000000000007,  20.300000000000001, 419.149999999999977,0,  529009.616193419089541,  181186.038003785826731
98,0,0,0,0, 252.479999999999990,  13.220000000000001, 414.680000000000007,0,  529011.614227528101765,  181179.111975784006063
99,0,0,0,0, 248.259999999999991,   6.960000000000000, 410.910000000000025,0,  529013.001138155581430,  181172.332683827611618
100,0,0,0,0, 255.879999999999995,  14.279999999999999, 418.610000000000014,0,  529005.558200313244015,  181174.415235690656118
101,0,0,0,0, 242.240000000000009,  16.590000000000000, 406.339999999999975,0,  529008.959387145354412,  181146.878630987543147
102,0,0,0,0, 233.479999999999990,  10.320000000000000, 397.360000000000014,0,  529019.068504955270328,  181148.986158577201422
103,0,0,0,0, 229.819999999999993,  18.210000000000001, 393.990000000000009,0,  529020.078303986112587,  181141.052979441999923
104,0,0,0,0, 211.580000000000013,  19.020000000000000, 376.069999999999993,0,  529031.058960194466636,  181113.383367716043722
105,0,0,0,0, 208.889999999999986,  15.170000000000000, 373.269999999999982,0,  529032.382139157154597,  181106.753768437483814
106,0,0,0,0, 203.930000000000007,  11.510000000000000, 368.139999999999986,0,  529036.138346136314794,  181099.815768293687142
107,0,0,0,0, 188.669999999999987,  27.230000000000000, 351.500000000000000,0,  529048.814977361122146,  181076.041121622896753
108,0,0,0,0, 185.169999999999987,  15.550000000000001, 347.100000000000023,0,  529052.032932722475380,  181066.883429552137386
109,0,0,0,0, 181.409999999999997,  11.570000000000000, 343.079999999999984,0,  529055.799379870761186,  181064.504234119318426
110,0,0,0,0, 179.009999999999991,   9.980000000000000, 340.129999999999995,0,  529058.278650165768340,  181060.112480194948148
111,0,0,0,0, 170.819999999999993,  22.890000000000001, 328.879999999999995,0,  529068.122205238789320,  181041.388681800046470
112,0,0,0,0, 167.539999999999992,  25.480000000000000, 325.120000000000005,0,  529071.781611409271136,  181039.171768166474067
113,0,0,0,0, 166.139999999999986,  30.730000000000000, 322.660000000000025,0,  529074.067710661329329,  181034.280146691482514
114,0,0,0,0, 164.229999999999990,  36.850000000000001, 319.420000000000016,0,  529077.193602441460826,  181028.749897720408626
115,0,0,0,0, 162.539999999999992,  30.410000000000000, 316.279999999999973,0,  529080.319500696146861,  181023.219650607963558
116,0,0,0,0, 161.629999999999995,  24.690000000000001, 313.750000000000000,0,  529082.935193870798685,  181017.511456760053989
117,0,0,0,0, 160.830000000000013,  18.539999999999999, 310.930000000000007,0,  529085.983352823532186,  181010.989301472727675
118,0,0,0,0, 158.870000000000005,  13.220000000000001, 307.350000000000023,0,  529089.804302592063323,  181006.466650591813959
119,0,0,0,0, 158.840000000000003,   9.869999999999999, 304.810000000000002,0,  529092.865040936158039,  180999.449850081407931
120,0,0,0,0, 163.150000000000006,  13.460000000000001, 294.839999999999975,0,  529107.595804276061244,  180966.661169058817904
121,0,0,0,0, 164.539999999999992,  20.710000000000001, 289.459999999999980,0,  529115.827617991948500,  180954.661075299489312
122,0,0,0,0, 168.870000000000005,  33.780000000000001, 286.430000000000007,0,  529122.537193351192400,  180941.797370856278576
123,0,0,0,0, 169.960000000000008,  39.820000000000000, 283.879999999999995,0,  529126.893578676041216,  180936.463401149143465
124,0,0,0,0, 172.439999999999998,  47.530000000000001, 282.850000000000023,0,  529129.920889915432781,  180930.765686519909650
125,0,0,0,0, 174.360000000000014,  53.520000000000003, 280.670000000000016,0,  529134.392742189578712,  180924.939687954087276
126,0,0,0,0, 178.210000000000008,  61.969999999999999, 279.240000000000009,0,  529139.124833543552086,  180916.975442167662550
127,0,0,0,0, 181.520000000000010,  67.250000000000000, 279.610000000000014,0,  529140.900825256598182,  180911.905895687115844
128,0,0,0,0, 184.580000000000013,  44.600000000000001, 278.079999999999984,0,  529145.488157309358940,  180905.587871719384566
